StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,gender_respondent,age,citizenship,race,race_5_TEXT,city_1,ideology,party,employment,education_alt,military,military_5_TEXT,military_family,bp1,bp2,bp3,bp4,bp5,bp6,bp7,cp1,cp2,cp3,cp4,cp5,cp6,cp7,ns1,ns2,ns3,ns4,pp_1,pp_2,pp_3,pp_4,pp_5,mc_general,mc_economy,mc_security,mc_culture,attention1,attentıon2,random_id,Random ID,threat_v,Q_DataPolicyViolations
2025-03-17 09:29:35,2025-03-17 09:29:35,Survey Test,,100,0,True,2025-03-17 09:29:35,R_7aIn8QLH7JYjxxI,,,,,,,test,,Kadın,"Porta! Integer, maecenas nulla cras ac fusce sagittis, a platea malesuada rutrum. Viverra blandit.",Evet,Roman,,Erzincan,Sağ,Hükûmet,Yarı zamanlı çalışan,Volutpat mi! Magna risus facilisis! Tincidunt cursus dolorem! Ipsum porta.,Yapma zorunluluğum yok,,Evet,3,1,5,5,5,4,5,2,4,3,1,2,1,3,2,1,5,3,2,5,5,1,1,Ukrayna,,,,Tıp,2,Magnis cras porttitor dapibus amet potenti molestie. Pharetra suscipit urna! Donec.,35762,general,
2025-03-17 09:29:35,2025-03-17 09:29:36,Survey Test,,100,1,True,2025-03-17 09:29:36,R_d51rGPFcoZYjM4S,,,,,,,test,,Kadın,Eu? Tortor? Lacus urna turpis dapibus placerat platea quis fusce ab orci curabitur imperdiet.,Evet,Boşnak,,Kocaeli,Sol,Hükûmet,Tam zamanlı çalışan/İşyeri sahibi,Blandit? Lorem. Pede et vitae euismod. Viverra commodo ligula velit elementum elit fusce.,Yapma zorunluluğum yok,,Evet,4,5,3,5,2,3,3,4,2,3,3,2,5,1,4,4,4,3,4,1,3,2,3,,,Güvenlik,,Göç,4,Atque commodo donec sapien ac duis sollicitudin duis vulputate erat.,98084,security,
2025-03-17 09:29:36,2025-03-17 09:29:36,Survey Test,,100,0,True,2025-03-17 09:29:36,R_6J4O6Xxta6JnGD4,,,,,,,test,,Kadın,Egestas risus ipsum gravida! Iaculis in. Iaculis ac sem ut magna aliquet. Faucibus.,Evet,Cevap vermek istemiyorum,,Kayseri,Sol,Muhalefet,İşsiz fakat iş aramayan,Ultricies blandit eget? Ultricies viverra morbi magna sagittis viverra urna.,Yapma zorunluluğum yok,,Evet,3,4,2,4,5,5,1,3,3,3,3,5,5,1,5,4,5,1,3,2,4,1,1,,,,Ekonomik,Tıp,1,"Ac tincidunt aliquet magna viverra aliquam lacus vestibulum aenean donec, erat consequat montes.",16281,culture,
2025-03-17 09:29:36,2025-03-17 09:29:36,Survey Test,,100,0,True,2025-03-17 09:29:36,R_db76cibsfS4kJ0y,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Malesuada. Egestas suscipit aenean tempor fusce fermentum placerat porta per.,Evet,Gürcü,,Zonguldak,Sağ,Muhalefet,İşsiz fakat iş aramayan,"Orci egestas. Nullam commodo. Accusamus, sodales. Consequat ac sodales eros fermentum ligula amet.",Cevap vermek istemiyorum,,Cevap vermek istemiyorum,2,5,3,5,4,3,1,1,3,1,2,2,5,3,5,5,2,3,3,4,2,1,4,,Ekonomi,,,Tıp,3,"Malesuada? Venenatis gravida. Primis wisi sapien lacus risus nec sapien? Lorem scelerisque, sed.",80197,economy,
2025-03-17 09:29:36,2025-03-17 09:29:37,Survey Test,,100,1,True,2025-03-17 09:29:37,R_dht2dEbb8SlyL30,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Est non pede erat ipsum est? Posuere fringilla! Temporibus rhoncus.,Hayır,Türk,,Manisa,Sol,Hiçbirisi,Tam zamanlı çalışan/İşyeri sahibi,Tincidunt felis sem? Ac etiam blandit rutrum nonummy diam atque? Duis pellentesque! Elit.,Evet (uzun veya kısa dönem),,Hayır,1,2,1,1,2,2,5,5,4,5,4,3,2,4,1,1,1,2,1,1,1,4,1,,Güvenlik,,,Tıp,1,Justo! Elementum. Risus pretium odio suspendisse pellentesque? Euismod consectetuer at. Sollicitudin sem egestas eu euismod.,12135,economy,
2025-03-17 09:29:37,2025-03-17 09:29:37,Survey Test,,100,0,True,2025-03-17 09:29:37,R_4Z2ElYcrWnFKAM6,,,,,,,test,,Erkek,Luctus eleifend duis vestibulum posuere ridiculus erat. Nunc tempora? Laoreet elementum.,Evet,Çerkez,,Kocaeli,Sol,Hükûmet,Tam zamanlı çalışan/İşyeri sahibi,"Dignissim felis odio primis malesuada vestibulum porttitor nunc, vivamus iaculis, venenatis.",Diğer,"Ut! Lectus id purus maecenas, ac non morbi quis venenatis potenti aliquet.",Cevap vermek istemiyorum,1,4,5,2,3,5,2,4,1,1,2,1,2,4,3,4,4,3,1,5,5,3,3,,,,,Göç,3,Urna tempus laoreet etiam etiam auctor. Accumsan gravida primis! Sit interdum massa velit felis.,70110,placebo,
2025-03-17 09:29:37,2025-03-17 09:29:37,Survey Test,,100,0,True,2025-03-17 09:29:37,R_9KxUKTGrXoycUPY,,,,,,,test,,Diğer/Cevap vermek istemiyorum,"Diam orci laoreet imperdiet. Auctor ligula maecenas sem etiam! Diam accumsan dictumst nec ac, pretium.",Evet,Arap,,Elazığ,Ne sağ ne sol,Muhalefet,İşsiz ve iş arayan,"Ab vel aliquam. Quam posuere posuere ac, eu sollicitudin eleifend bibendum.",Evet (uzun veya kısa dönem),,Cevap vermek istemiyorum,4,1,4,3,4,5,1,3,3,5,3,5,3,3,3,5,5,2,2,2,2,5,5,,,,,Hayvan hakları,2,Vulputate sed aliquet maecenas! Luctus nunc rutrum! Vestibulum metus magnis per.,31035,placebo,
2025-03-17 09:29:37,2025-03-17 09:29:38,Survey Test,,100,1,True,2025-03-17 09:29:38,R_1Lj8UUIayQzJGVU,,,,,,,test,,Kadın,Placerat bibendum dui odio aliquam ligula potenti accumsan. Ab per fringilla.,Evet,Arap,,Aydın,Ne sağ ne sol,Muhalefet,Tam zamanlı çalışan/İşyeri sahibi,"Montes natoque, bibendum suspendisse non ipsum magnis placerat? Vitae aliquam? Tincidunt.",Bedelli,,Evet,2,5,1,2,2,3,2,1,3,3,2,2,3,5,4,1,1,2,5,3,1,3,4,,Güvenlik,,,Hayvan hakları,2,"Suspendisse? Ipsum risus platea ligula porta, elementum accumsan dolor tortor vulputate in egestas mi.",91811,economy,
2025-03-17 09:29:38,2025-03-17 09:29:38,Survey Test,,100,0,True,2025-03-17 09:29:38,R_41Px1iOVRRGMaW2,,,,,,,test,,Erkek,Curabitur. Phasellus volutpat sapien ab nunc a nec vivamus sed.,Hayır,Gürcü,,Burdur,Sol,Hükûmet,Yarı zamanlı çalışan,Porttitor! Placerat. Rhoncus ante vivamus augue etiam commodo nec est commodo.,Diğer,"Ullamcorper, laoreet. Lorem rutrum aliquam vivamus potenti orci amet sit fermentum per.",Hayır,4,5,5,3,4,5,2,1,3,2,3,2,4,4,2,2,1,5,5,3,3,2,3,Afganistan,,,,Tıp,2,Dapibus iaculis sem id? Sem fusce elit amet tempora aenean orci pellentesque.,89475,general,
2025-03-17 09:29:38,2025-03-17 09:29:38,Survey Test,,100,0,True,2025-03-17 09:29:38,R_1HvuneypLMXPuQe,,,,,,,test,,Erkek,Eleifend. Culpa pellentesque! Consequat molestie nec! Duis. Sit massa dolorem eu curabitur.,Hayır,Boşnak,,Çanakkale,Sol,Hiçbirisi,Yarı zamanlı çalışan,"Et venenatis vitae, sit lacus elit eros convallis mauris ac.",Diğer,Per auctor fusce platea. Bibendum ac aenean sapien. Justo tempor dui amet amet.,Evet,3,5,5,1,2,2,5,3,1,3,4,1,3,4,2,4,2,5,1,3,2,4,3,,Kültür,,,Astronomi,1,Curabitur cras vivamus eleifend tempus! Metus tempora dolorem vehicula laoreet leo facilisi.,51466,economy,
2025-03-17 09:29:38,2025-03-17 09:29:39,Survey Test,,100,1,True,2025-03-17 09:29:39,R_4ORkGPeUP6o5TKu,,,,,,,test,,Erkek,Aliquam blandit? Ante. Facilisi! Laoreet rhoncus placerat rhoncus montes eleifend natoque auctor. Pede nonummy suscipit.,Hayır,Cevap vermek istemiyorum,,Eskişehir,Sağ,Muhalefet,Tam zamanlı çalışan/İşyeri sahibi,"Diam mi venenatis, sem sem montes bibendum porttitor erat nullam.",Cevap vermek istemiyorum,,Cevap vermek istemiyorum,5,5,5,5,3,3,4,4,3,1,2,4,5,1,1,1,3,2,2,3,2,1,4,,,Güvenlik,,Göç,3,Sem vestibulum curabitur velit luctus sodales fringilla justo quam quis? Pellentesque ridiculus at.,53943,security,
2025-03-17 09:29:39,2025-03-17 09:29:39,Survey Test,,100,0,True,2025-03-17 09:29:39,R_1BNR7fPNuPXRX3E,,,,,,,test,,Erkek,Ullamcorper nullam a dolorem pellentesque gravida atque dolorem in eleifend sapien. Iaculis. Porttitor. Suspendisse! Interdum.,Evet,Roman,,Aydın,Ne sağ ne sol,Hiçbirisi,Emekli,"Et aliquam dapibus tempora, urna proin pretium nunc iaculis at leo.",Yapma zorunluluğum yok,,Evet,1,1,4,5,5,5,5,1,4,5,1,3,1,5,1,1,2,2,3,2,5,5,1,,,,,Astronomi,3,"Eu accusamus, eget vehicula viverra nunc faucibus tempora, pretium! Posuere aliquet, accusamus.",99806,placebo,
2025-03-17 09:29:39,2025-03-17 09:29:40,Survey Test,,100,1,True,2025-03-17 09:29:40,R_7QzP9NfLT9MNPBs,,,,,,,test,,Kadın,Praesent nonummy vivamus aliquet etiam turpis. Nulla massa ullamcorper dolor temporibus.,Hayır,Bilmiyorum,,Düzce,Sol,Hiçbirisi,Emekli,"Vivamus. Imperdiet facilisi, natoque faucibus luctus non tellus velit! Ac montes tempus ultrices! Iaculis sapien.",Evet (uzun veya kısa dönem),,Hayır,2,3,4,1,4,3,5,2,1,5,1,1,1,3,3,2,3,5,3,1,4,4,3,,,Kültürel,,Astronomi,1,Tincidunt eu mi fermentum fermentum faucibus massa sollicitudin nullam tortor. Suspendisse.,72951,security,
2025-03-17 09:29:40,2025-03-17 09:29:40,Survey Test,,100,0,True,2025-03-17 09:29:40,R_3q1WvpjI6dr5lYO,,,,,,,test,,Kadın,"Lacus nunc etiam urna malesuada? Diam eros, integer et vestibulum odio.",Evet,Diğer (lütfen belirtiniz),Per suspendisse dolor fringilla consectetuer imperdiet viverra scelerisque phasellus primis! Maecenas praesent. Iaculis.,Manisa,Ne sağ ne sol,Hükûmet,Tam zamanlı çalışan/İşyeri sahibi,"Purus a posuere scelerisque integer vestibulum? Nec a, egestas consequat faucibus tincidunt nulla leo.",Cevap vermek istemiyorum,,Cevap vermek istemiyorum,3,4,3,1,2,2,5,5,2,2,1,3,4,3,4,5,3,2,5,4,3,1,1,Suriye,,,,Hayvan hakları,4,"Per pretium euismod, venenatis wisi ut. Primis sed viverra. Pretium leo. Lorem. Bibendum. Lectus malesuada.",44340,general,
2025-03-17 09:29:40,2025-03-17 09:29:40,Survey Test,,100,0,True,2025-03-17 09:29:40,R_cI85VAoDrIswAqq,,,,,,,test,,Erkek,Curabitur sem? Iaculis fermentum porttitor integer odio vulputate tempus sollicitudin.,Evet,Roman,,Siirt,Sol,Hükûmet,İşsiz fakat iş aramayan,"Elit felis sem etiam iaculis pede vitae neque fusce. Per? Potenti, vulputate tincidunt.",Evet (uzun veya kısa dönem),,Cevap vermek istemiyorum,2,5,2,3,4,5,4,4,4,5,4,2,1,4,3,2,5,2,2,4,1,3,5,Afganistan,,,,Hayvan hakları,4,Egestas turpis sapien nibh et accumsan. Commodo odio vulputate et nonummy? Malesuada sed.,71769,general,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:41,R_0kZOpBg77JX0pfw,,,,,,,test,,Kadın,"Lectus ullamcorper, amet tellus commodo wisi magnis vulputate integer vivamus egestas vel ullamcorper.",Evet,Roman,,Çanakkale,Sol,Hiçbirisi,İşsiz ve iş arayan,Nibh wisi! Facilisi maecenas gravida magnis egestas sagittis porta? Viverra ullamcorper.,Cevap vermek istemiyorum,,Evet,2,2,4,2,1,2,5,3,1,5,5,1,1,4,5,1,5,3,1,4,2,3,1,Ukrayna,,,,Hayvan hakları,4,"Arcu tortor. Eget pede phasellus dolor eleifend! Tempora elementum, tortor aliquam.",60088,general,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:41,R_1MiIyCzGtROgyUu,,,,,,,test,,Diğer/Cevap vermek istemiyorum,"Pretium platea consectetuer facilisi tellus. Phasellus integer ac erat? Porta, posuere.",Hayır,Diğer (lütfen belirtiniz),Augue tempus placerat tempus etiam ridiculus blandit aliquet malesuada tempora velit eleifend viverra praesent sapien.,Nevşehir,Sol,Hiçbirisi,İşsiz ve iş arayan,Vulputate posuere! Morbi mauris molestie elit a scelerisque scelerisque tempor quam.,Cevap vermek istemiyorum,,Hayır,3,1,5,1,5,4,2,3,4,2,3,2,5,5,5,1,1,3,2,5,3,4,1,,,,,Hayvan hakları,3,Dolorem temporibus arcu. Platea auctor facilisi montes natoque accusamus placerat magnis aliquam. Etiam erat.,99339,placebo,
2025-03-17 09:29:41,2025-03-17 09:29:41,Survey Test,,100,0,True,2025-03-17 09:29:42,R_cIMSvjcEA8LkpEi,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Donec velit rhoncus augue quam ultrices ante facilisi purus maecenas at turpis morbi! Ab.,Hayır,Çerkez,,Çankırı,Sol,Hükûmet,İşsiz fakat iş aramayan,Integer vehicula nibh eleifend sem. Atque dolorem mauris! Curabitur praesent.,Yapma zorunluluğum yok,,Hayır,2,2,4,5,4,5,4,3,5,4,2,1,3,2,5,4,2,1,5,4,5,4,3,Afganistan,,,,Göç,2,"Sapien sapien metus euismod venenatis! Nullam facilisi. Lorem ullamcorper. Donec ab magna, atque! Accusamus aliquet.",37027,general,
2025-03-17 09:29:42,2025-03-17 09:29:42,Survey Test,,100,0,True,2025-03-17 09:29:42,R_0UOiAVLMKjzQRca,,,,,,,test,,Kadın,Facilisis. Dui mattis laoreet pellentesque tincidunt tellus lorem. Elit aliquam eget tempor bibendum.,Hayır,Laz,,Kars,Sağ,Hükûmet,Tam zamanlı çalışan/İşyeri sahibi,Sollicitudin leo placerat! Eros maecenas magnis molestie ac ridiculus erat. Suspendisse pharetra.,Yapma zorunluluğum yok,,Hayır,3,2,5,5,4,5,4,4,3,5,1,4,2,3,3,5,2,5,5,5,4,4,2,,Güvenlik,,,Astronomi,4,"Mauris nullam nulla purus convallis elit enim vel dignissim mattis faucibus quam, eros per tempus.",94407,economy,
2025-03-17 09:29:42,2025-03-17 09:29:42,Survey Test,,100,0,True,2025-03-17 09:29:42,R_2nrlKQj38IuMsaW,,,,,,,test,,Erkek,Blandit eget tempora! Est atque ultricies eros. Eros! Gravida at! Odio.,Hayır,Diğer (lütfen belirtiniz),"Ante orci nonummy eget interdum enim! Risus dui auctor platea facilisi, eros.",Şırnak,Ne sağ ne sol,Hiçbirisi,İşsiz fakat iş aramayan,"Scelerisque vitae. Ridiculus venenatis iaculis sem quam, tincidunt fringilla augue sem lectus dolorem? Sem.",Yapma zorunluluğum yok,,Hayır,3,4,4,4,2,4,3,1,4,4,1,3,5,3,1,4,4,2,2,4,1,5,5,Ukrayna,,,,Göç,3,Auctor natoque turpis amet phasellus eleifend cursus in cursus suscipit.,97210,general,
2025-03-17 09:29:42,2025-03-17 09:29:43,Survey Test,,100,1,True,2025-03-17 09:29:43,R_cOVcaCMU2ZLcrQ2,,,,,,,test,,Erkek,Montes purus per amet nec dapibus platea posuere primis posuere. Justo.,Evet,Gürcü,,Ağrı,Sağ,Muhalefet,İşsiz ve iş arayan,Curabitur proin vitae? Risus ultricies curabitur magnis morbi non eu neque.,Diğer,Augue faucibus est commodo lectus! Scelerisque fermentum sed? Orci rhoncus.,Hayır,1,5,3,3,1,5,1,2,5,1,2,1,3,2,1,5,5,5,3,5,3,5,5,,Kültür,,,Astronomi,1,Aenean sollicitudin et facilisi orci dui elit vivamus fermentum! Interdum.,51969,economy,
2025-03-17 09:29:43,2025-03-17 09:29:43,Survey Test,,100,0,True,2025-03-17 09:29:43,R_8cRwOoZfKURNHBc,,,,,,,test,,Erkek,"Purus elementum elementum ridiculus eget curabitur ante diam maecenas. Luctus, a! Est? Aliquam dolorem.",Evet,Diğer (lütfen belirtiniz),Velit nunc ipsum justo ante arcu cursus accusamus. Potenti arcu. Facilisi integer.,Artvin,Ne sağ ne sol,Hükûmet,İşsiz fakat iş aramayan,"Viverra tortor volutpat sem facilisi risus, proin. Mi! At odio aliquet diam.",Cevap vermek istemiyorum,,Hayır,1,3,4,1,1,4,1,3,3,5,3,1,1,5,4,2,3,2,3,2,1,2,1,,,Güvenlik,,Hayvan hakları,1,Morbi viverra non! Culpa quis sodales egestas sapien arcu duis morbi magna venenatis.,78612,security,
2025-03-17 09:29:43,2025-03-17 09:29:43,Survey Test,,100,0,True,2025-03-17 09:29:43,R_5aKtanIoPIX2nC6,,,,,,,test,,Diğer/Cevap vermek istemiyorum,"Est massa morbi! Id turpis ac, euismod a integer iaculis id ante duis.",Hayır,Arap,,Iğdır,Ne sağ ne sol,Muhalefet,Emekli,Porta dictumst rutrum ultricies aliquet? Mattis at orci! Porttitor ultrices. Vitae vivamus justo suscipit curabitur.,Yapma zorunluluğum yok,,Cevap vermek istemiyorum,2,5,5,3,3,4,3,5,5,3,3,5,3,2,5,1,4,1,4,2,1,3,2,Suriye,,,,Tıp,3,Et! Rutrum gravida a molestie convallis. Ut sollicitudin malesuada? Amet.,69489,general,
2025-03-17 09:29:43,2025-03-17 09:29:44,Survey Test,,100,1,True,2025-03-17 09:29:44,R_eFktXkGhgKSQ8fQ,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Sit ultrices! Rhoncus erat leo bibendum temporibus proin tincidunt at.,Hayır,Türk,,Muş,Ne sağ ne sol,Muhalefet,İşsiz fakat iş aramayan,Orci elementum non pede euismod. Malesuada augue faucibus bibendum pellentesque ultricies.,Evet (uzun veya kısa dönem),,Cevap vermek istemiyorum,4,5,3,4,4,1,3,1,4,1,3,2,4,1,3,1,5,4,1,1,4,4,2,,,,Kültürel,Tıp,1,Felis diam? Cursus mattis sapien pellentesque nonummy magna volutpat dui turpis atque venenatis auctor turpis.,67153,culture,
2025-03-17 09:29:44,2025-03-17 09:29:44,Survey Test,,100,0,True,2025-03-17 09:29:44,R_aW49azu0Hw3C8U6,,,,,,,test,,Kadın,"Nonummy ullamcorper nec aliquam enim, tellus cras magnis accusamus. Integer orci suspendisse.",Hayır,Bilmiyorum,,Bilecik,Ne sağ ne sol,Muhalefet,Tam zamanlı çalışan/İşyeri sahibi,Atque quam a posuere. Lorem tellus non amet tempor purus amet.,Evet (uzun veya kısa dönem),,Hayır,3,4,1,5,4,3,3,1,2,2,1,2,2,4,3,4,4,2,2,1,2,2,2,,,,,Hayvan hakları,1,Turpis commodo atque imperdiet dictumst est orci tempor purus! Non? Pede. Maecenas et non.,51605,placebo,
2025-03-17 09:29:44,2025-03-17 09:29:44,Survey Test,,100,0,True,2025-03-17 09:29:45,R_1NsDYq6XXY52st0,,,,,,,test,,Erkek,Aenean? Vehicula facilisis wisi consequat? Proin augue interdum? Augue sem primis laoreet fermentum sapien morbi.,Hayır,Kürt,,Bingöl,Ne sağ ne sol,Hükûmet,Yarı zamanlı çalışan,Turpis montes ante egestas scelerisque wisi scelerisque auctor pede velit.,Yapma zorunluluğum yok,,Evet,4,1,3,3,3,4,5,5,5,2,5,1,2,1,4,3,1,3,4,3,5,4,3,,,Güvenlik,,Astronomi,2,Lacus lacus. Suspendisse dolorem venenatis metus mauris pede. Lorem et ut rhoncus.,67910,security,
2025-03-17 09:29:45,2025-03-17 09:29:45,Survey Test,,100,0,True,2025-03-17 09:29:45,R_ea2SxwUUJHv4xpQ,,,,,,,test,,Kadın,Nulla elit vehicula malesuada! Imperdiet convallis. Proin praesent culpa temporibus potenti massa maecenas lectus dictumst.,Hayır,Boşnak,,Ardahan,Sol,Muhalefet,İşsiz ve iş arayan,Rhoncus. Accumsan porttitor odio imperdiet eleifend nulla sed morbi donec orci.,Evet (uzun veya kısa dönem),,Cevap vermek istemiyorum,1,3,4,1,3,1,1,1,4,4,5,3,2,4,1,4,5,1,3,2,3,5,1,Ukrayna,,,,Göç,2,Accumsan commodo pellentesque. Ultricies tortor sed in magna risus curabitur accumsan. Viverra.,14586,general,
2025-03-17 09:29:45,2025-03-17 09:29:45,Survey Test,,100,0,True,2025-03-17 09:29:45,R_0wGhTD8DcvEpU9g,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Ut? Venenatis? Velit viverra aenean velit nunc sagittis convallis dapibus.,Evet,Boşnak,,Bilecik,Sol,Hükûmet,Yarı zamanlı çalışan,"Tortor, vehicula cursus porttitor ipsum eleifend tempus tempora? Montes. Dolorem volutpat venenatis. Nullam facilisis.",Diğer,"Fusce? Montes vulputate, egestas erat morbi volutpat massa volutpat nibh elementum risus.",Evet,3,2,4,4,4,3,1,3,5,1,2,3,3,3,5,3,5,4,5,5,4,4,4,,,,Kültürel,Astronomi,4,Erat tempus lacus! Risus. Ipsum sagittis lacus metus culpa mi.,96474,culture,
2025-03-17 09:29:46,2025-03-17 09:29:46,Survey Test,,100,0,True,2025-03-17 09:29:46,R_50dWEznCc1RcBW6,,,,,,,test,,Erkek,"Gravida, magnis sagittis donec! Bibendum accusamus, donec non. Vel sollicitudin fermentum! Egestas pretium dui.",Evet,Laz,,Muğla,Sol,Muhalefet,İşsiz fakat iş aramayan,"Viverra temporibus ut, suscipit, ab elit eu? Purus rutrum augue.",Evet (uzun veya kısa dönem),,Evet,5,3,5,1,2,4,3,2,4,4,5,1,5,5,4,4,1,4,1,4,5,2,1,,,,,Göç,3,Atque. Eu nunc laoreet leo? Morbi? Sem molestie ab tempus wisi rutrum! Eleifend.,83192,placebo,
2025-03-17 09:29:46,2025-03-17 09:29:46,Survey Test,,100,0,True,2025-03-17 09:29:46,R_1FVUcCZ6I9jNuiq,,,,,,,test,,Erkek,Sapien velit dapibus suspendisse massa at eleifend sapien velit potenti tincidunt mi velit ultrices? Non.,Hayır,Gürcü,,Samsun,Sol,Hükûmet,Yarı zamanlı çalışan,Nulla suscipit fringilla? Sit. Non. Neque sapien dictumst imperdiet? Mi pede primis urna.,Diğer,"Consequat justo phasellus! At primis, volutpat purus mauris auctor tellus. Viverra facilisis augue.",Hayır,3,2,2,1,3,4,1,5,2,4,5,2,1,1,3,2,5,4,4,2,1,1,3,Afganistan,,,,Hayvan hakları,1,"Nullam! Atque egestas morbi. Per montes, ligula leo ac rutrum.",85665,general,
2025-03-17 09:29:46,2025-03-17 09:29:47,Survey Test,,100,1,True,2025-03-17 09:29:47,R_3lPrDWQMxyllavA,,,,,,,test,,Kadın,"Id integer? Wisi? Porttitor tincidunt rutrum ante convallis, lacus eros turpis cursus.",Evet,Kürt,,Erzurum,Sol,Muhalefet,Yarı zamanlı çalışan,"Sodales elementum dapibus. Quis. Tempor primis curabitur pellentesque, morbi! Tincidunt? Dolor.",Evet (uzun veya kısa dönem),,Hayır,5,5,3,5,2,4,5,5,5,2,1,3,5,4,4,5,1,5,5,5,1,1,4,Afganistan,,,,Astronomi,1,Ab vestibulum integer facilisis. Volutpat scelerisque aliquam? Sem nec vel aliquam euismod metus dolor! Facilisis.,95027,general,
2025-03-17 09:29:47,2025-03-17 09:29:47,Survey Test,,100,0,True,2025-03-17 09:29:47,R_ac6wrtrCSbYpCbs,,,,,,,test,,Erkek,Pellentesque purus wisi? Venenatis vestibulum purus at sagittis volutpat porttitor. Et ultricies. Natoque aliquet.,Evet,Gürcü,,Bursa,Sol,Hükûmet,Yarı zamanlı çalışan,"Turpis? Purus, eleifend ridiculus ipsum massa. Massa rutrum aenean elit sollicitudin. Dui est? Temporibus.",Cevap vermek istemiyorum,,Cevap vermek istemiyorum,2,2,1,5,2,3,2,3,3,2,2,3,1,4,4,1,4,3,5,2,5,3,3,,,,Güvenlik,Göç,3,Morbi blandit! Ridiculus dignissim faucibus magnis suscipit wisi massa auctor.,53939,culture,
2025-03-17 09:29:47,2025-03-17 09:29:47,Survey Test,,100,0,True,2025-03-17 09:29:47,R_268HHh6j4vqnQcS,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Velit nullam orci velit commodo at etiam consequat tellus rutrum elit cras nibh.,Hayır,Bilmiyorum,,Uşak,Sağ,Hiçbirisi,Yarı zamanlı çalışan,Culpa. Ultrices. Tortor ridiculus? Pellentesque tempus dictumst tincidunt venenatis pellentesque malesuada.,Bedelli,,Evet,1,4,4,2,4,4,5,5,5,1,4,4,1,5,2,1,3,3,1,3,1,1,5,Suriye,,,,Göç,3,"Est? Nunc dui aliquet ipsum vel luctus, sollicitudin? Sodales. Enim odio. Vestibulum.",48605,general,
2025-03-17 09:29:47,2025-03-17 09:29:48,Survey Test,,100,1,True,2025-03-17 09:29:48,R_bNJbMJJdz45oqIm,,,,,,,test,,Kadın,Odio at faucibus potenti duis suscipit a felis orci quam.,Hayır,Bilmiyorum,,Trabzon,Sol,Hükûmet,İşsiz fakat iş aramayan,Dui. Sit convallis aliquam non cras placerat nunc in vulputate.,Cevap vermek istemiyorum,,Evet,5,4,4,4,5,3,3,1,2,1,5,4,3,5,5,2,3,4,2,2,2,2,5,,,,,Hayvan hakları,3,Elit pede culpa convallis vestibulum sed non quam at fermentum. Donec.,41266,placebo,
2025-03-17 09:29:48,2025-03-17 09:29:48,Survey Test,,100,0,True,2025-03-17 09:29:48,R_9GHuhxKmFeY9GbI,,,,,,,test,,Diğer/Cevap vermek istemiyorum,Nullam risus porta lacus. Dolor nullam. Nulla facilisis platea mauris at.,Hayır,Boşnak,,Ankara,Sol,Hükûmet,Tam zamanlı çalışan/İşyeri sahibi,Eget. Phasellus pellentesque vivamus molestie accumsan at per nunc. Consequat aliquam vehicula. Nulla sodales fermentum.,Yapma zorunluluğum yok,,Cevap vermek istemiyorum,3,2,5,4,1,1,5,4,1,1,1,3,2,1,2,3,5,1,2,3,5,3,5,,,Ekonomik,,Göç,2,Sem? Vivamus accumsan tellus arcu tincidunt accusamus molestie. Lacus. Fermentum dignissim proin porta.,30665,security,
2025-03-17 09:29:48,2025-03-17 09:29:48,Survey Test,,100,0,True,2025-03-17 09:29:48,R_9trgPtAjMnJaBw2,,,,,,,test,,Kadın,"Consequat tempus, mi ridiculus nunc risus augue commodo suscipit metus? Risus nulla velit mattis est.",Hayır,Arap,,Kırşehir,Sağ,Hükûmet,Emekli,Rutrum orci sed risus mi nunc sapien orci. Quam cursus.,Diğer,Blandit. Iaculis id magna? Interdum pede nibh? Magna imperdiet? Mi.,Hayır,2,2,5,2,4,3,4,5,3,2,1,1,3,2,2,1,4,3,3,1,2,4,3,,,Ekonomik,,Tıp,4,"Ultricies sed. Maecenas luctus magna natoque aliquam, tempor nibh sollicitudin, et auctor! Diam aenean.",31423,security,
