StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,prolificID,race,race_5_TEXT,age,citizenship,gender_respondent,ideology,party,employment,"education_alt ",military,military_family,bp1,bp2,bp3,bp4,bp5,bp6,bp7,cp1,cp2,cp3,cp4,cp5,cp6,cp7,ns1,ns2,ns3,ns4,pp_1,pp_2,pp_3,pp_4,pp_5,mc_general,mc_economy,mc_security,mc_culture,attention1,attention2,Random ID,threat_v,Q_DataPolicyViolations
2025-03-17 09:29:47,2025-03-17 09:29:47,Survey Test,,100,0,True,2025-03-17 09:29:48,R_79DIueDnEHQdD7M,,,,,,,test,,Pretium euismod fusce egestas consequat. Ligula. Maecenas ac molestie! Magna.,Prefer not to say,,Sem facilisis magnis morbi? Eros imperdiet sit gravida risus fermentum.,No,Female,Liberal,Democrat Party,Employed part-time,Orci tellus. Ipsum sagittis? At pede. Maecenas? Felis urna ut.,Prefer not to answer,Prefer not to answer,2,5,3,5,3,3,1,1,3,3,1,5,4,4,3,4,5,4,1,4,1,2,1,,,,Security,Astronomy,2,29242,culture,
2025-03-17 09:29:48,2025-03-17 09:29:48,Survey Test,,100,0,True,2025-03-17 09:29:48,R_es5lZtZMDVwNogu,,,,,,,test,,Est. Fringilla felis rutrum ab. Rutrum est rutrum phasellus amet.,African-American/Black,,"Orci integer phasellus morbi ante! Massa blandit. Commodo tempora laoreet egestas laoreet gravida, malesuada? Potenti.",Yes,Neither/Prefer not to say,Liberal,Democrat Party,Currently unemployed and seeking opportunities,Tortor. Montes tempus platea tincidunt. A elit auctor dolorem nec metus euismod.,No,Prefer not to answer,5,5,4,3,1,4,3,5,4,4,1,1,2,2,4,4,2,1,3,1,3,1,4,,,,Culture,Animal rights,1,86514,culture,
2025-03-17 09:29:48,2025-03-17 09:29:48,Survey Test,,100,0,True,2025-03-17 09:29:48,R_9uDljK2eaQGBUl8,,,,,,,test,,"Risus cursus tincidunt, pharetra? Curabitur maecenas vel velit ab justo montes.",Unknown,,Tempus sem tincidunt wisi venenatis proin ultrices justo. Porttitor dapibus posuere.,Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Employed part-time,"Viverra atque. Fermentum justo porta, elit eu tempus volutpat. Eu sed phasellus accumsan.",Prefer not to answer,Yes,1,5,1,3,2,2,2,5,1,5,2,2,5,5,4,1,2,4,5,3,4,2,3,,Economy,,,Astronomy,3,58400,economy,
2025-03-17 09:29:48,2025-03-17 09:29:48,Survey Test,,100,0,True,2025-03-17 09:29:48,R_bjFp3Z0kbCbaWG2,,,,,,,test,,"Porta amet eros ultricies dictumst tempor, laoreet montes nunc bibendum.",African-American/Black,,Auctor integer aliquam fermentum at. Euismod integer per praesent ullamcorper platea tortor.,Yes,Female,Liberal,Democrat Party,Currently unemployed and not seeking opportunities,"Eget orci tortor tortor lectus? Sed ligula dui, auctor tellus faucibus amet.",No,Yes,2,5,2,5,2,5,3,3,2,2,2,3,5,5,5,3,1,5,3,5,5,1,3,,,,Economy,Medicine,2,97331,culture,
2025-03-17 09:29:49,2025-03-17 09:29:49,Survey Test,,100,0,True,2025-03-17 09:29:49,R_ez00F9lsAdBrXzU,,,,,,,test,,Curabitur pellentesque posuere rutrum felis gravida! Montes malesuada platea montes. Enim proin placerat fermentum id.,Native Hawaiian or Pacific Islander,,"Phasellus imperdiet scelerisque? Vestibulum blandit mi mi eget, suspendisse, quis.",No,Female,Liberal,Independent,Employed full-time/Self-employed,Luctus turpis nunc nonummy. Ab a nonummy metus? Arcu bibendum.,Prefer not to answer,No,3,5,2,3,4,3,5,2,4,5,1,1,1,4,1,3,2,5,3,2,5,5,2,,,,,Astronomy,3,99270,placebo,
2025-03-17 09:29:49,2025-03-17 09:29:49,Survey Test,,100,0,True,2025-03-17 09:29:49,R_2gbPl3fYHq37ew6,,,,,,,test,,"Neque interdum maecenas, urna tempor commodo etiam, tempus? Velit cras! Dapibus urna.",Other (please specify),Per justo auctor ipsum mattis vulputate? Risus dignissim faucibus fermentum. Culpa sollicitudin sem.,"Facilisi, molestie aliquet consectetuer morbi. Pharetra euismod sollicitudin vehicula at? Risus. Volutpat elementum! Lacus.",Yes,Male,Conservative,Republican Party,Retired,Quis bibendum viverra. Ante tempus temporibus consequat ut. Et venenatis aenean vitae.,Prefer not to answer,Yes,2,5,4,4,1,4,3,2,1,4,2,3,4,5,3,4,2,2,5,3,3,3,2,Middle East,,,,Migration,4,62805,general,
2025-03-17 09:29:49,2025-03-17 09:29:49,Survey Test,,100,0,True,2025-03-17 09:29:49,R_6lJdiKCqzENhgZE,,,,,,,test,,"Vestibulum bibendum fringilla mattis, eu risus tempora, phasellus tempus imperdiet porttitor wisi eros.",Asian,,Etiam dui volutpat ligula amet fringilla in molestie. Culpa sem molestie ridiculus culpa.,No,Male,Liberal,Republican Party,Employed full-time/Self-employed,Lorem imperdiet? Nec ligula arcu. Placerat platea faucibus posuere non? Dignissim! Ullamcorper.,Yes,Yes,5,3,3,3,2,4,4,3,1,2,2,3,2,5,1,1,2,2,3,5,2,2,1,,,,,Medicine,4,55765,placebo,
2025-03-17 09:29:49,2025-03-17 09:29:50,Survey Test,,100,1,True,2025-03-17 09:29:50,R_0ukV6N2BkSmi8Iu,,,,,,,test,,Convallis aenean luctus. Porttitor quis purus! Imperdiet diam euismod ut sollicitudin molestie mi wisi.,Unknown,,"At proin praesent pede viverra? Pede elit, consectetuer, temporibus vehicula turpis ac.",No,Neither/Prefer not to say,Liberal,Democrat Party,Employed part-time,"Natoque. Ac ullamcorper tempora, viverra. Risus. Duis rutrum magna, metus fusce orci nibh.",Prefer not to answer,No,4,4,3,2,4,3,3,2,1,3,4,1,3,5,5,4,2,5,2,2,3,1,1,,,,,Medicine,1,52738,placebo,
2025-03-17 09:29:50,2025-03-17 09:29:50,Survey Test,,100,0,True,2025-03-17 09:29:50,R_5AblNdN4f0OyINo,,,,,,,test,,Suscipit! Etiam. Interdum vel mi commodo scelerisque leo tortor wisi. Viverra.,Other (please specify),"Urna tellus mattis! Sit porta malesuada. Arcu eu quis, non magna egestas rutrum vestibulum.","Aliquet justo. Temporibus? Commodo? Rhoncus eleifend, vestibulum curabitur non montes viverra tincidunt.",Yes,Neither/Prefer not to say,Liberal,Republican Party,Employed full-time/Self-employed,Turpis justo primis. Elit. Natoque enim phasellus elementum ultricies pede accumsan ante.,Prefer not to answer,No,2,4,4,2,2,5,1,3,2,3,5,5,5,5,5,4,3,5,4,3,2,5,1,,,,Economy,Animal rights,2,72894,culture,
2025-03-17 09:29:50,2025-03-17 09:29:50,Survey Test,,100,0,True,2025-03-17 09:29:50,R_3dBVvr4tZHhQBkW,,,,,,,test,,"Sem? In pharetra culpa natoque, lorem eget potenti? Vestibulum? Nec diam.",Two or more,,Venenatis dapibus et sagittis suscipit ultrices ante erat vestibulum ante primis.,Yes,Neither/Prefer not to say,Conservative,Republican Party,Employed part-time,Purus! At dui ligula egestas at curabitur ligula. Egestas nullam. Metus vel ante quis.,Prefer not to answer,Prefer not to answer,5,5,1,1,3,1,3,5,4,3,1,4,1,4,4,3,2,1,4,2,4,1,4,,,,,Animal rights,4,65515,placebo,
2025-03-17 09:29:50,2025-03-17 09:29:51,Survey Test,,100,1,True,2025-03-17 09:29:51,R_3pUZsDyQ3BtFJgW,,,,,,,test,,Nullam imperdiet? Mauris tellus! Malesuada euismod proin nonummy platea vitae temporibus.,Other (please specify),Pharetra justo cursus diam mauris nulla vivamus in egestas sodales egestas proin rhoncus vestibulum.,Et curabitur! Urna id orci felis dictumst accumsan integer? Volutpat.,No,Female,Neither Conservative nor Liberal,Independent,Retired,"A. Vel velit montes non fusce tempora sollicitudin, placerat ultrices vehicula! Convallis, risus rhoncus rhoncus.",Prefer not to answer,Prefer not to answer,2,5,5,5,5,2,1,4,4,3,2,2,3,5,2,3,3,2,2,3,1,4,3,,Economy,,,Animal rights,1,91886,economy,
2025-03-17 09:29:51,2025-03-17 09:29:51,Survey Test,,100,0,True,2025-03-17 09:29:51,R_2rjklSdRX7jfUHk,,,,,,,test,,"Potenti phasellus pretium. Nullam sem nulla et duis et? Nunc! Imperdiet laoreet, tempus quis. Fermentum.",Other (please specify),Ac. Eleifend nullam! Placerat volutpat commodo morbi. Sit per malesuada dictumst.,"Tellus leo fringilla nonummy, sit luctus molestie tempus rutrum et sit. Fusce.",No,Female,Liberal,Democrat Party,Employed full-time/Self-employed,"Risus, tellus suscipit? Magna. Ab. Ab malesuada mauris temporibus a. Nunc leo sollicitudin.",Yes,No,5,5,1,1,3,1,3,3,2,5,4,2,1,4,4,5,4,4,5,4,4,3,5,,Economy,,,Animal rights,1,16755,economy,
2025-03-17 09:29:51,2025-03-17 09:29:51,Survey Test,,100,0,True,2025-03-17 09:29:51,R_6PeLd5jVh2Ucv1s,,,,,,,test,,Ultricies morbi a dapibus pellentesque lorem odio? Porta sem rutrum proin ab cras rutrum ab.,Unknown,,Temporibus fusce vestibulum rhoncus orci nibh leo maecenas nulla quam.,Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Republican Party,Currently unemployed and seeking opportunities,"Ante a ipsum tincidunt nullam eu odio leo, mattis lectus, egestas? Ab? Per.",Yes,No,5,3,3,5,1,2,5,4,1,2,3,4,2,5,3,1,5,2,4,1,2,2,1,,Economy,,,Migration,3,24777,economy,
2025-03-17 09:29:52,2025-03-17 09:29:52,Survey Test,,100,0,True,2025-03-17 09:29:52,R_5hbO6B3Rw1IO9QG,,,,,,,test,,Amet vehicula ipsum pede venenatis cursus vulputate porta proin tellus ipsum aliquet phasellus amet.,Two or more,,Nec felis vehicula per tincidunt neque. Vehicula ligula? Aenean temporibus sodales volutpat imperdiet urna.,No,Neither/Prefer not to say,Liberal,Republican Party,Employed full-time/Self-employed,Dui diam nulla ridiculus? Laoreet nulla vivamus arcu cras. Id sed fusce.,Prefer not to answer,Yes,2,2,3,3,5,5,3,1,1,4,5,1,1,1,3,4,3,3,1,3,2,3,5,Middle East,,,,Medicine,2,79986,general,
2025-03-17 09:29:52,2025-03-17 09:29:52,Survey Test,,100,0,True,2025-03-17 09:29:52,R_bxSKemvOWy059dk,,,,,,,test,,"Magnis est maecenas phasellus sapien sodales, ipsum vehicula quis metus nibh consectetuer ac.",Unknown,,"Etiam? Eu. Ut sodales dui sollicitudin aenean ligula, mauris vehicula ab laoreet placerat, enim.",Yes,Neither/Prefer not to say,Conservative,Republican Party,Currently unemployed and seeking opportunities,"Atque euismod cras velit. Fringilla euismod auctor? Sapien mattis, aenean! Magnis consequat ut sed.",No,Yes,5,1,2,2,3,2,4,1,3,3,4,3,4,4,3,4,5,2,1,5,4,5,5,,,Economy,,Medicine,2,35347,security,
2025-03-17 09:29:52,2025-03-17 09:29:52,Survey Test,,100,0,True,2025-03-17 09:29:53,R_b3meA3Rl0RdSyge,,,,,,,test,,Phasellus! Fringilla. Fringilla ut. Nulla primis? Accumsan ultrices eros orci id.,White/Caucausian,,Pharetra natoque in. Vitae accumsan placerat facilisis. Eleifend amet mi? Duis non consectetuer. Arcu elementum.,No,Female,Liberal,Democrat Party,Employed full-time/Self-employed,Gravida! Quam leo sodales sapien? Mattis augue sapien bibendum lorem consectetuer facilisi.,Prefer not to answer,Yes,2,1,3,2,3,5,1,1,1,2,5,5,4,4,3,1,5,5,3,2,5,2,1,,,Economy,,Medicine,3,31235,security,
2025-03-17 09:29:53,2025-03-17 09:29:53,Survey Test,,100,0,True,2025-03-17 09:29:53,R_abDlHZo6JK9ZlwW,,,,,,,test,,Pellentesque placerat scelerisque? Odio primis ut venenatis! Ridiculus? Id non fringilla venenatis potenti.,Other (please specify),"Dui? Ab viverra phasellus? Proin felis eros nulla id aliquet vivamus rutrum, natoque sollicitudin ipsum.",Nibh potenti? Quis commodo. Fringilla? Nullam morbi vulputate. Vivamus sollicitudin temporibus proin sagittis vulputate temporibus.,Yes,Neither/Prefer not to say,Conservative,Democrat Party,Retired,Volutpat magnis montes amet venenatis? Dapibus porttitor curabitur et consequat massa tellus.,Prefer not to answer,Yes,5,4,1,1,3,2,2,5,3,5,2,4,3,3,5,5,4,1,2,5,3,4,3,,Economy,,,Animal rights,2,94401,economy,
2025-03-17 09:29:53,2025-03-17 09:29:53,Survey Test,,100,0,True,2025-03-17 09:29:53,R_0UrOPU6u75zlR42,,,,,,,test,,Fusce faucibus faucibus gravida atque felis a per urna magnis ullamcorper! Tortor sollicitudin.,African-American/Black,,"Consequat. Luctus integer pellentesque integer vulputate odio, curabitur. Viverra. Ultricies.",No,Male,Conservative,Independent,Currently unemployed and seeking opportunities,Consectetuer! Neque vivamus massa rhoncus! Platea risus at aliquam sed pharetra? Magna.,No,Prefer not to answer,4,4,5,5,1,1,1,4,4,1,5,2,1,5,2,1,5,1,1,2,5,1,2,,Security,,,Animal rights,3,57079,economy,
2025-03-17 09:29:53,2025-03-17 09:29:54,Survey Test,,100,1,True,2025-03-17 09:29:54,R_796YCsNyFybsQse,,,,,,,test,,Vitae ante lectus dui! Egestas donec wisi tellus rutrum magna dictumst pretium odio malesuada eget.,Native American,,"Venenatis. Eget, auctor cursus duis lectus metus, sem, quis. Mauris! Mattis fringilla.",No,Male,Neither Conservative nor Liberal,Democrat Party,Employed full-time/Self-employed,"Orci eros pellentesque, ullamcorper euismod phasellus sapien tempora accumsan et iaculis aliquet.",Prefer not to answer,Prefer not to answer,4,3,2,1,3,4,4,2,2,5,3,3,3,5,1,5,2,1,2,1,5,4,1,,,,Security,Astronomy,2,78488,culture,
2025-03-17 09:29:54,2025-03-17 09:29:54,Survey Test,,100,0,True,2025-03-17 09:29:54,R_3DEMohe32KbxWYu,,,,,,,test,,Sagittis vitae maecenas blandit. Fusce ante sollicitudin quis sed elementum amet odio tempus fringilla rutrum.,Native Hawaiian or Pacific Islander,,Praesent vel! Cursus consequat auctor! Erat. Arcu nec morbi commodo magna.,No,Female,Conservative,Democrat Party,Retired,"Vehicula venenatis sagittis, purus! Nunc quam imperdiet egestas fermentum pharetra sit mauris ligula lacus.",Yes,No,2,5,3,1,2,4,2,4,4,4,5,1,3,1,3,5,3,5,2,4,2,3,2,,Security,,,Astronomy,2,62143,economy,
2025-03-17 09:29:54,2025-03-17 09:29:54,Survey Test,,100,0,True,2025-03-17 09:29:54,R_0GO3k1ViBsY90do,,,,,,,test,,Lectus consequat nonummy ab culpa laoreet. In viverra. Sollicitudin in ligula? Nec vehicula malesuada.,Unknown,,Consectetuer pretium. Ab wisi neque odio interdum nulla potenti ridiculus.,Yes,Male,Liberal,Republican Party,Employed full-time/Self-employed,Sed porttitor donec! Non? Primis vitae auctor ultrices vestibulum porttitor.,Yes,Prefer not to answer,4,1,5,3,5,2,4,1,2,5,3,5,3,3,1,4,5,2,4,4,4,3,4,,,Culture,,Astronomy,2,82328,security,
2025-03-17 09:29:54,2025-03-17 09:29:55,Survey Test,,100,1,True,2025-03-17 09:29:55,R_3rBaG7lbkwYHJMW,,,,,,,test,,"Diam consectetuer vel fusce curabitur ultricies nulla fringilla ante! Atque, malesuada luctus porta.",White/Caucausian,,Metus euismod sagittis sit urna ullamcorper sodales ligula tortor non.,No,Female,Liberal,Independent,Employed full-time/Self-employed,"Aliquet? Aliquet justo. A tempor maecenas! Nibh placerat, neque! Ultricies bibendum lorem, lacus.",Yes,Yes,1,3,3,1,3,1,1,2,1,4,5,1,5,5,5,4,3,2,3,2,2,1,4,,Economy,,,Migration,4,89259,economy,
2025-03-17 09:29:55,2025-03-17 09:29:55,Survey Test,,100,0,True,2025-03-17 09:29:55,R_02PH0fdz8EFnqnA,,,,,,,test,,Vehicula faucibus nunc? Luctus tempora integer etiam vel nulla justo diam? Platea.,Native American,,"Bibendum imperdiet, platea vehicula consectetuer nulla purus cras. Velit at justo convallis. Dictumst.",No,Neither/Prefer not to say,Liberal,Democrat Party,Employed full-time/Self-employed,Vulputate wisi platea? Dolor augue integer pellentesque atque urna accusamus ut mattis.,Prefer not to answer,Prefer not to answer,1,1,2,3,5,4,5,1,2,1,3,4,5,4,2,5,5,4,3,2,3,4,3,Africa,,,,Medicine,3,66709,general,
2025-03-17 09:29:55,2025-03-17 09:29:55,Survey Test,,100,0,True,2025-03-17 09:29:55,R_740Hjt542zzHFsi,,,,,,,test,,Atque sagittis egestas orci dignissim! Mauris maecenas? Porttitor vivamus nonummy.,Two or more,,"Vehicula placerat lacus fringilla magna pretium? Amet dolorem, bibendum? At laoreet iaculis fusce.",Yes,Neither/Prefer not to say,Liberal,Independent,Currently unemployed and not seeking opportunities,Natoque porta iaculis augue non molestie ridiculus praesent orci eu neque.,Prefer not to answer,No,3,3,2,1,4,1,5,1,3,2,2,3,1,4,4,1,1,3,3,2,1,5,3,Middle East,,,,Medicine,2,91676,general,
2025-03-17 09:29:55,2025-03-17 09:29:56,Survey Test,,100,1,True,2025-03-17 09:29:56,R_5mpmowRKHPEqYHc,,,,,,,test,,Blandit atque pharetra. Vestibulum risus dolorem odio morbi. Metus in sodales.,Prefer not to say,,Mattis quis per vitae in felis rhoncus scelerisque natoque fusce ultricies? Malesuada dolor.,No,Female,Liberal,Democrat Party,Currently unemployed and not seeking opportunities,"Etiam. Montes proin eros elementum elit venenatis phasellus, donec placerat eros enim turpis orci sit.",Prefer not to answer,No,3,2,3,2,4,2,5,3,3,1,2,2,1,3,2,4,2,1,3,2,1,2,5,,,,Culture,Migration,4,86070,culture,
2025-03-17 09:29:56,2025-03-17 09:29:56,Survey Test,,100,0,True,2025-03-17 09:29:56,R_a97YGif53j1Ydls,,,,,,,test,,Est interdum iaculis ab interdum? Per. Aenean dignissim non? Laoreet per.,Native American,,Sit diam! Sagittis viverra accumsan facilisi ante. Quam placerat sodales. Facilisi. Accumsan vel tempora sagittis.,No,Male,Neither Conservative nor Liberal,Democrat Party,Employed full-time/Self-employed,Augue? Justo convallis egestas dolorem malesuada? Euismod! Morbi iaculis wisi! Ante.,Prefer not to answer,Prefer not to answer,4,4,5,1,3,3,4,1,5,2,5,2,2,2,3,4,2,3,2,3,5,1,5,,Culture,,,Migration,3,39485,economy,
2025-03-17 09:29:56,2025-03-17 09:29:56,Survey Test,,100,0,True,2025-03-17 09:29:56,R_8ddJtdFhWqUko1U,,,,,,,test,,Mattis facilisi? Tempora porttitor justo mauris pede fringilla vel eros. Odio consequat tempora nulla.,Prefer not to say,,"In tempus duis aenean vitae! Mattis vivamus tincidunt, sodales! Luctus et at nonummy.",Yes,Neither/Prefer not to say,Neither Conservative nor Liberal,Democrat Party,Employed full-time/Self-employed,Maecenas velit ullamcorper. Nullam. Ipsum phasellus quam primis eros rutrum a sollicitudin.,No,Yes,2,3,2,4,2,3,1,1,2,4,1,3,3,2,5,4,3,2,5,4,1,2,5,Middle East,,,,Migration,4,65104,general,
2025-03-17 09:29:56,2025-03-17 09:29:57,Survey Test,,100,1,True,2025-03-17 09:29:57,R_cAzpHpYJFnLHq6y,,,,,,,test,,Dapibus bibendum tortor id elementum lacus accusamus. Ultrices per cursus atque.,Two or more,,Sodales mi nunc posuere suspendisse! Mi ac. Proin laoreet sed rutrum.,No,Female,Neither Conservative nor Liberal,Independent,Currently unemployed and not seeking opportunities,Wisi. Diam! Suscipit vivamus purus dictumst vulputate? Vulputate turpis tincidunt.,Prefer not to answer,No,3,2,1,1,2,1,4,3,1,3,2,5,1,2,3,5,3,5,1,3,1,1,4,,,Culture,,Astronomy,4,95845,security,
